nom,prix_intervalle,rating,nb_notes,adresse,ville,main_category,commune,code_postal,arrondissement,zone_paris
Loffice,26.0,4.8,1484,3 Rue Richer,"Paris, Ile-de-France, France",pub et bar,Paris,75009.0,9.0,centre
Tentazioni - Trattoria Lepic,25.0,4.8,2945,86 Bis Rue Lepic,"Paris, Ile-de-France, France",italien,Paris,75018.0,18.0,peripherie
Mova,43.0,4.8,772,39 Rue des Dames,"Paris, Ile-de-France, France",restaurant francais,Paris,75017.0,17.0,peripherie
La Truffiere,89.5,4.8,3660,4 Rue Blainville,"Paris, Ile-de-France, France",restaurant francais,Paris,75005.0,5.0,centre
Le Speakeasy,100.0,4.8,4740,25 Rue Jean Giraudoux,"Paris, Ile-de-France, France",club,Paris,75016.0,16.0,peripherie
Hayaku Cafe,15.0,4.8,807,9 R. de la Monnaie,"Paris, Ile-de-France, France",cafe,Paris,75001.0,1.0,centre
Food Breizh,15.0,4.8,1166,31 Quai Anatole France,"Paris, Ile-de-France, France",desserts,Paris,75007.0,7.0,centre
Le Colimacon marais,59.0,4.8,4369,44 Rue Vieille du Temple,"Paris, Ile-de-France, France",restaurant,Paris,75004.0,4.0,centre
Campelli by Vartivar Jarkezian,100.0,4.8,535,36 Rue Croix des Petits Champs,"Paris, Ile-de-France, France",restaurant,Paris,75001.0,1.0,centre
Perchiana,25.0,4.8,6959,7 Rue Mademoiselle,"Paris, Ile-de-France, France",restaurant,Paris,75015.0,15.0,intermediaire
MASTER POULET - Menilmontant - Oberkampf,5.5,4.8,1432,156 Rue Oberkampf,"Paris, Ile-de-France, France",restaurant,Paris,75011.0,11.0,intermediaire
Les Arlots,30.5,4.8,1570,136 Rue du Faubourg Poissonniere,"Paris, Ile-de-France, France",pub et bar,Paris,75010.0,10.0,intermediaire
The French Flair,15.0,4.8,3042,75 Bis Bd de Clichy,"Paris, Ile-de-France, France",bars a cocktails,Paris,75009.0,9.0,centre
Restaurant David Toutain,100.0,4.8,2651,29 Rue Surcouf,"Paris, Ile-de-France, France",restaurant francais,Paris,75007.0,7.0,centre
Chipie Club,15.0,4.8,1197,134 Rue dAboukir,"Paris, Ile-de-France, France",club,Paris,75002.0,2.0,centre
Public House Paris,45.0,4.8,3131,21 Rue Daunou,"Paris, Ile-de-France, France",restaurant britanniques,Paris,75002.0,2.0,centre
Restaurant Marius,100.0,4.8,777,82 Bd Murat,"Paris, Ile-de-France, France",restaurant francais,Paris,75016.0,16.0,peripherie
Les Jardins du Presbourg,51.5,4.8,2259,Les Jardins du Presbourg,"Paris, Ile-de-France, France",restaurant francais,Paris,75116.0,16.0,peripherie
Le Diamant Bleu - Diner Croisiere,100.0,4.8,743,2 Rue du Ranelagh,"Paris, Ile-de-France, France",restaurant,Paris,75013.0,13.0,intermediaire
Joya,25.0,4.8,3003,47 Rue St Charles,"Paris, Ile-de-France, France",restaurant italiens,Paris,75015.0,15.0,intermediaire
Pedzouille La Grange,15.5,4.8,3858,"Novotel Paris Porte de Versailles, 4 Av. de la Prte de la Plaine Rooftop - 8eme etage","Paris, Ile-de-France, France",restaurant,Paris,75015.0,15.0,intermediaire
Le Dome Villiers - Paris,41.0,4.8,5467,4 Av. de Villiers,"Paris, Ile-de-France, France",cafe,Paris,75017.0,17.0,peripherie
Burger King,15.0,4.8,5307,25 Rue De Dunkerque,"Paris, Ile-de-France, France",fast food,Paris,75010.0,10.0,intermediaire
Slow,25.0,4.8,542,4 Rue Danville,"Paris, Ile-de-France, France",restaurant,Paris,75014.0,14.0,intermediaire
Kuna Bada,25.0,4.8,1022,42 Rue dArgout,"Paris, Ile-de-France, France",restaurant,Paris,75002.0,2.0,centre
BISTROT MEE,25.0,4.8,5887,5 Rue dArgenteuil,"Paris, Ile-de-France, France",restaurant coreens,Paris,75001.0,1.0,centre
The Moose,25.0,4.8,6061,16 Rue des Quatre Vents,"Paris, Ile-de-France, France",pub et bar,Paris,75006.0,6.0,centre
Experimental Cocktail Club,15.0,4.8,4181,37 Rue Saint-Sauveur,"Paris, Ile-de-France, France",club,Paris,75002.0,2.0,centre
BAFFO,100.0,4.8,981,12 Rue Pecquay,"Paris, Ile-de-France, France",italien,Paris,75004.0,4.0,centre
114 Faubourg,100.0,4.8,2661,114 Rue du Faubourg Saint-Honore,"Paris, Ile-de-France, France",restaurant,Paris,75008.0,8.0,centre
Takesan Donabe Ramen,15.0,4.8,1671,20 Rue de la Michodiere,"Paris, Ile-de-France, France",restaurant,Paris,75002.0,2.0,centre
Restaurant La Mediterranee,63.5,4.8,1534,2 Pl. de lOdeon,"Paris, Ile-de-France, France",restaurant,Paris,75006.0,6.0,centre
La Traboule,38.0,4.8,1617,27-29 rue de Penthievre,"Paris, Ile-de-France, France",restaurant,Paris,75008.0,8.0,centre
Maison Pinsa Grands Boulevards,25.0,4.8,2365,8 Rue du Faubourg Poissonniere,"Paris, Ile-de-France, France",pizzeria,Paris,75010.0,10.0,intermediaire
Ostra Paris - Restaurant Oyster Bar a huitres sea food,25.0,4.8,2165,17 Rue du Petit Pont,"Paris, Ile-de-France, France",restaurant,Paris,75005.0,5.0,centre
Au Ptit Grec,5.5,4.8,9873,68 Rue Mouffetard,"Paris, Ile-de-France, France",desserts,Paris,75005.0,5.0,centre
Terre dAzur Arc de Triomphe - Brunch Coffee Shop Lunch,25.0,4.8,4424,10 Av. de Wagram,"Paris, Ile-de-France, France",cafe,Paris,75008.0,8.0,centre
yume house,25.0,4.8,1031,7 Pl. Jean-Michel Basquiat,"Paris, Ile-de-France, France",cafeteria,Paris,75013.0,13.0,intermediaire
Setopa,35.0,4.8,186,6 Rue Dupuytren,"Paris, Ile-de-France, France",restaurant coreens,Paris,75006.0,6.0,centre
Pizzou Pigalle,15.0,4.8,2542,28 Rue de Douai,"Paris, Ile-de-France, France",pizzeria,Paris,75009.0,9.0,centre
Sushi House,25.0,4.8,2979,80 Rue du Faubourg Poissonniere,"Paris, Ile-de-France, France",restaurant,Paris,75009.0,9.0,centre
Ptit Coco,25.0,4.8,829,12 Place dItalie,"Paris, Ile-de-France, France",cafe,Paris,75013.0,13.0,intermediaire
JJIN Korean Barbecue,30.0,4.8,2821,35 Rue de la Gaite,"Paris, Ile-de-France, France",bbq,Paris,75014.0,14.0,intermediaire
Uma Nota,22.5,4.8,3748,86 Rue Reaumur,"Paris, Ile-de-France, France",restaurant,Paris,75002.0,2.0,centre
Marcello,30.0,4.8,3883,8 Rue Mabillon,"Paris, Ile-de-France, France",italien,Paris,75006.0,6.0,centre
Margaux,21.5,4.8,727,10 Av. de New York,"Paris, Ile-de-France, France",restaurant francais,Paris,75116.0,16.0,peripherie
Noura Opera,25.0,4.8,4204,29 Bd des Italiens,"Paris, Ile-de-France, France",restaurant,Paris,75002.0,2.0,centre
La Maison des Nouilles,15.0,4.8,1952,"8, rue de Castellane","Paris, Ile-de-France, France",chinois,Paris,75008.0,8.0,centre
Les Delices du Kashmir,25.0,4.8,4368,19 Rue du Depart,"Paris, Ile-de-France, France",restaurant,Paris,75014.0,14.0,intermediaire
Restaurant Jacques Faussat,100.0,4.8,1274,54 Rue Cardinet,"Paris, Ile-de-France, France",restaurant francais,Paris,75017.0,17.0,peripherie
BAM Karaoke Box Etoile,20.0,4.8,1751,69 Avenue De Wagram,"Paris, Ile-de-France, France",bars a cocktails,Paris,75017.0,17.0,peripherie
Shabestan Champs-Elysees,33.0,4.8,3079,5 Rue du Commandant Riviere,"Paris, Ile-de-France, France",restaurant,Paris,75008.0,8.0,centre
A la Biche au bois,45.0,4.8,3035,45 Avenue Ledru-Rollin,"Paris, Ile-de-France, France",restaurant francais,Paris,75012.0,12.0,intermediaire
Comme un Bouillon,15.0,4.8,3147,17 Rue de Choiseul,"Paris, Ile-de-France, France",restaurant francais,Paris,75002.0,2.0,centre
Chez Marguerite . Bouillon Parisien,25.0,4.8,1069,"82 Boulevard Marguerite De Rochechouart, Montmartre","Paris, Ile-de-France, France",restaurant francais,Paris,75018.0,18.0,peripherie
Restaurant H,100.0,4.8,1512,13 Rue Jean Beausire,"Paris, Ile-de-France, France",restaurant francais,Paris,75004.0,4.0,centre
Republique Of Coffee,15.0,4.8,2762,2 Bd Saint-Martin,"Paris, Ile-de-France, France",cafe,Paris,75010.0,10.0,intermediaire
Coretta,35.0,4.8,2555,151 Bis Rue Cardinet,"Paris, Ile-de-France, France",restaurant francais,Paris,75017.0,17.0,peripherie
Gueuleton - Paris,15.0,4.8,1611,7 Rue Guersant,"Paris, Ile-de-France, France",restaurant,Paris,75017.0,17.0,peripherie
Le Deauville,32.0,4.8,6837,75 Av. des Champs-Elysees,"Paris, Ile-de-France, France",restaurant francais,Paris,75008.0,8.0,centre
Atelier Maitre Albert,63.0,4.8,2554,1 Rue Maitre Albert,"Paris, Ile-de-France, France",restaurant,Paris,75005.0,5.0,centre
Brasserie Rosie Lou,25.0,4.8,2984,31 Bd de Bonne Nouvelle,"Paris, Ile-de-France, France",restaurant francais,Paris,75002.0,2.0,centre
Lai-lai Ken,15.0,4.8,3593,7 Rue Sainte-Anne,"Paris, Ile-de-France, France",restaurant,Paris,75001.0,1.0,centre
Tentazioni - Bistrot Abbesses,25.0,4.8,857,10 Rue Aristide Bruant,"Paris, Ile-de-France, France",restaurant italiens,Paris,75018.0,18.0,peripherie
Le Cherine,50.0,4.8,1269,74 Rue de la Croix Nivert,"Paris, Ile-de-France, France",restaurant,Paris,75015.0,15.0,intermediaire
Le Saloon Far West - Bar Paris 11,15.0,4.8,3828,3 Rue Faidherbe,"Paris, Ile-de-France, France",bars a cocktails,Paris,75011.0,11.0,intermediaire
Bohemia Cafe,25.0,4.8,830,30 Rue de Richelieu,"Paris, Ile-de-France, France",cafe,Paris,75001.0,1.0,centre
Xiao Long Kan,25.0,4.8,3280,8 Rue Saint-Marc,"Paris, Ile-de-France, France",italien,Paris,75002.0,2.0,centre
La Taverne De ZHAO,15.0,4.8,2891,22 Rue Moliere,"Paris, Ile-de-France, France",chinois,Paris,75001.0,1.0,centre
Zara Food,15.0,4.8,1318,84 Rue de Menilmontant,"Paris, Ile-de-France, France",restaurant africains,Paris,75020.0,20.0,peripherie
The Hood Paris,13.0,4.8,2184,80 Rue Jean Pierre Timbaud,"Paris, Ile-de-France, France",cafe,Paris,75011.0,11.0,intermediaire
Restaurant Trente-Trois,89.0,4.8,487,33 Rue Jean Goujon,"Paris, Ile-de-France, France",restaurant francais,Paris,75008.0,8.0,centre
Le Centenaire,25.0,4.8,1807,27 Bd de la Tour-Maubourg,"Paris, Ile-de-France, France",restaurant,Paris,75007.0,7.0,centre
P1 Bouche,15.0,4.8,913,151bis Rue Marcadet,"Paris, Ile-de-France, France",restaurant mediterraneens,Paris,75018.0,18.0,peripherie
Cafe A,25.0,4.8,7296,"Maison de lArchitecture, 148 Rue du Faubourg Saint-Martin","Paris, Ile-de-France, France",cafe,Paris,75010.0,10.0,intermediaire
El Cartel Del Taco,25.0,4.8,2163,227 Rue La Fayette,"Paris, Ile-de-France, France",restaurant mexicains,Paris,75010.0,10.0,intermediaire
Le temps des cerises,21.5,4.8,3371,31 Rue de la Cerisaie,"Paris, Ile-de-France, France",restaurant francais,Paris,75004.0,4.0,centre
Brasserie Flora,25.0,4.8,697,9 Boulevard Poissonniere,"Paris, Ile-de-France, France",restaurant italiens,Paris,75009.0,9.0,centre
Papilles,25.0,4.8,3260,77 Rue Marguerite de Rochechouart,"Paris, Ile-de-France, France",cafe,Paris,75009.0,9.0,centre
LOrangerie,100.0,4.8,1263,31 Av. George V,"Paris, Ile-de-France, France",restaurant francais,Paris,75008.0,8.0,centre
Chez Monsieur,90.0,4.8,1686,11 Rue du Chevalier de Saint-George,"Paris, Ile-de-France, France",restaurant francais,Paris,75008.0,8.0,centre
Le Petit Lucas,72.5,4.8,308,9 Place De La Madeleine,"Paris, Ile-de-France, France",restaurant francais,Paris,75008.0,8.0,centre
Les Marches,13.0,4.8,3832,5 Rue de la Manutention,"Paris, Ile-de-France, France",restaurant francais,Paris,75116.0,16.0,peripherie
La Brigade - Opera,15.0,4.8,3653,25 Bd des Italiens,"Paris, Ile-de-France, France",restaurant,Paris,75002.0,2.0,centre
LAntre Amis,36.0,4.8,1636,9 Rue Bouchut,"Paris, Ile-de-France, France",restaurant francais,Paris,75015.0,15.0,intermediaire
Brocart,15.0,4.8,1672,1 Rue de Maubeuge,"Paris, Ile-de-France, France",restaurant syriens,Paris,75009.0,9.0,centre
LEuropeen,30.5,4.8,9150,21 bis Bd Diderot,"Paris, Ile-de-France, France",fruits de mer,Paris,75012.0,12.0,intermediaire
brEAThe Restaurant Sushi vegetal,30.0,4.8,3120,3 Rue Mandar,"Paris, Ile-de-France, France",sushis,Paris,75002.0,2.0,centre
LAlmanach Montmartre,26.0,4.8,915,35 Rue Ramey,"Paris, Ile-de-France, France",restaurant,Paris,75018.0,18.0,peripherie
Kintaro,15.0,4.8,9854,24 Rue Saint-Augustin,"Paris, Ile-de-France, France",sushis,Paris,75002.0,2.0,centre
Da Long Yi,35.0,4.8,1653,74 Bd de Sebastopol,"Paris, Ile-de-France, France",restaurant chinois,Paris,75003.0,3.0,centre
La Ferrandaise table gourmande GaultMillau 2025,45.0,4.8,1528,8 Rue de Vaugirard,"Paris, Ile-de-France, France",restaurant francais,Paris,75006.0,6.0,centre
Apicius,100.0,4.8,1382,20 Rue Dartois,"Paris, Ile-de-France, France",restaurant francais,Paris,75008.0,8.0,centre
Baronne,100.0,4.8,1043,11 Rue Berryer,"Paris, Ile-de-France, France",restaurant,Paris,75008.0,8.0,centre
Le Ptit Breton Denfert,25.0,4.8,687,6 Rue Brezin,"Paris, Ile-de-France, France",desserts,Paris,75014.0,14.0,intermediaire
La Canopee,45.0,4.8,1178,14 Rue Jean-Baptiste Pigalle,"Paris, Ile-de-France, France",restaurant,Paris,75009.0,9.0,centre
PAN,25.0,4.8,704,6 Rue de Paradis,"Paris, Ile-de-France, France",pub et bar,Paris,75010.0,10.0,intermediaire
Feria Cafe,15.0,4.8,4042,4 Rue du Bourg Tibourg,"Paris, Ile-de-France, France",cafe,Paris,75004.0,4.0,centre
Raviolis Nord Est,15.0,4.8,2440,115 Rue St Denis,"Paris, Ile-de-France, France",chinois,Paris,75001.0,1.0,centre
Le Peloton Cafe,5.5,4.8,2329,17 Rue du Pont Louis-Philippe,"Paris, Ile-de-France, France",cafe,Paris,75004.0,4.0,centre
Terminus Nord,34.5,4.8,11254,23 Rue de Dunkerque,"Paris, Ile-de-France, France",restaurant francais,Paris,75010.0,10.0,intermediaire
Bistrot Richelieu,30.0,4.8,4687,45 Rue de Richelieu,"Paris, Ile-de-France, France",restaurant francais,Paris,75001.0,1.0,centre
Restaurant Chez les 4 Freres Bedri,15.0,4.8,1671,38 Rue Louis Blanc,"Paris, Ile-de-France, France",restaurant,Paris,75010.0,10.0,intermediaire
Tavline,36.5,4.8,1291,25 Rue du Roi de Sicile,"Paris, Ile-de-France, France",restaurant israeliens,Paris,75004.0,4.0,centre
Juji-ya,15.0,4.8,2528,46 Rue Sainte-Anne,"Paris, Ile-de-France, France",sushis,Paris,75002.0,2.0,centre
Cafe Le Quartier General,25.0,4.8,2738,82 Boulevard Saint Germain,"Paris, Ile-de-France, France",cafe,Paris,75005.0,5.0,centre
LArcheste,100.0,4.8,819,79 Rue de la Tour,"Paris, Ile-de-France, France",restaurant francais,Paris,75116.0,16.0,peripherie
Sacree Fleur Restaurant - Montmarte,25.5,4.8,7875,50 Rue de Clignancourt,"Paris, Ile-de-France, France",restaurant,Paris,75018.0,18.0,peripherie
Restaurant Pages,100.0,4.8,792,4 Rue Auguste Vacquerie,"Paris, Ile-de-France, France",restaurant francais,Paris,75116.0,16.0,peripherie
Gast - Paris 1,25.0,4.8,1411,14 Rue Bertin Poiree,"Paris, Ile-de-France, France",restaurant,Paris,75001.0,1.0,centre
Costadoro Social Coffee,15.0,4.8,1621,91 Rue de Rivoli,"Paris, Ile-de-France, France",cafe georgien,Paris,75001.0,1.0,centre
PITA Opera,15.0,4.8,948,18 Rue De La Michodiere,"Paris, Ile-de-France, France",restaurant mediterraneens,Paris,75002.0,2.0,centre
FRESH NOODLES RESTAURANT,15.0,4.8,1067,60 Rue Rambuteau,"Paris, Ile-de-France, France",restaurant,Paris,75003.0,3.0,centre
Les Etoiles,20.0,4.8,3941,61 Rue du Chateau dEau,"Paris, Ile-de-France, France",club,Paris,75010.0,10.0,intermediaire
Naruto Ramen,15.0,4.8,2348,57 Rue du Faubourg Montmartre,"Paris, Ile-de-France, France",restaurant,Paris,75009.0,9.0,centre
Pere Fish,15.0,4.8,5074,67 Rue du Faubourg Poissonniere,"Paris, Ile-de-France, France",fruits de mer,Paris,75009.0,9.0,centre
Boulangerie BOMIE Turbigo,5.5,4.8,7842,18 R. de Turbigo,"Paris, Ile-de-France, France",cafe,Paris,75002.0,2.0,centre
Bistrot de la Gare,25.0,4.8,2965,1 Rue de Lyon,"Paris, Ile-de-France, France",restaurant francais,Paris,75012.0,12.0,intermediaire
Le Cheval dOr,100.0,4.8,594,21 Rue de la Villette,"Paris, Ile-de-France, France",restaurant,Paris,75019.0,19.0,peripherie
La Creme De Paris Grands-boulevards,15.0,4.8,7934,4 Rue du Faubourg Montmartre,"Paris, Ile-de-France, France",desserts,Paris,75009.0,9.0,centre
Shukery coffee matcha,5.5,4.8,751,18 Av. de lOpera,"Paris, Ile-de-France, France",cafe,Paris,75001.0,1.0,centre
Yatai Ramen Bastille,25.0,4.8,792,22 Rue de la Roquette,"Paris, Ile-de-France, France",restaurant,Paris,75011.0,11.0,intermediaire
LAssiette,33.5,4.8,1990,181 Rue du Chateau,"Paris, Ile-de-France, France",restaurant francais,Paris,75014.0,14.0,intermediaire
Hippopotamus Steakhouse,25.0,4.8,6592,12-14 Rue De Rome,"Paris, Ile-de-France, France",restaurant a viande,Paris,75008.0,8.0,centre
Imperial Treasure Fine Chinese Cuisine,100.0,4.8,629,44 Rue de Bassano,"Paris, Ile-de-France, France",chinois,Paris,75008.0,8.0,centre
Les Baux de Paris,25.0,4.8,2710,71 Rue Mouffetard,"Paris, Ile-de-France, France",restaurant,Paris,75005.0,5.0,centre
Liquide,70.0,4.8,1298,39 Rue de lArbre Sec,"Paris, Ile-de-France, France",restaurant francais,Paris,75001.0,1.0,centre
Alluma,40.5,4.8,553,151 Rue Saint-Maur,"Paris, Ile-de-France, France",restaurant,Paris,75011.0,11.0,intermediaire
Tripletta Latin,15.0,4.8,1333,2 Bis Rue de lArbalete,"Paris, Ile-de-France, France",pizzeria,Paris,75005.0,5.0,centre
Benihana Paris,100.0,4.8,710,163 Rue Saint-Honore,"Paris, Ile-de-France, France",restaurant,Paris,75001.0,1.0,centre
Auguste,100.0,4.8,1793,54 Rue de Bourgogne,"Paris, Ile-de-France, France",restaurant,Paris,75007.0,7.0,centre
Yoru Paris,23.5,4.8,4737,62 rue de la roquette,"Paris, Ile-de-France, France",restaurant,Paris,75011.0,11.0,intermediaire
Harpers Paris 15,25.0,4.8,5108,46 Bis Bd du Montparnasse,"Paris, Ile-de-France, France",restaurant,Paris,75015.0,15.0,intermediaire
TI AMO - PLACE DITALIE,15.0,4.8,2971,27 Bd Auguste Blanqui,"Paris, Ile-de-France, France",restaurant,Paris,75013.0,13.0,intermediaire
Table Penja,75.0,4.8,126,2 Rue Sedillot,"Paris, Ile-de-France, France",restaurant,Paris,75007.0,7.0,centre
Le 975 - Restaurant Paris 18,25.0,4.8,2006,"185 rue Marcadet, 75018","Paris, Ile-de-France, France",restaurant francais,Paris,75018.0,18.0,peripherie
Mangez et cassez-vous,5.5,4.8,4153,39 Rue Taitbout,"Paris, Ile-de-France, France",restaurant,Paris,75009.0,9.0,centre
Voyage Samaritaine,32.0,4.8,1382,9 Rue De La Monnaie,"Paris, Ile-de-France, France",restaurant,Paris,75001.0,1.0,centre
Alleno Paris - Yannick Alleno,100.0,4.8,1405,8 Av. Dutuit,"Paris, Ile-de-France, France",restaurant francais,Paris,75008.0,8.0,centre
KFC Paris Convention,15.0,4.8,5361,349 Rue de Vaugirard,"Paris, Ile-de-France, France",fast food,Paris,75015.0,15.0,intermediaire
KUBRI,32.5,4.8,1449,108 Rue Amelot,"Paris, Ile-de-France, France",restaurant,Paris,75011.0,11.0,intermediaire
Le Bistro des Galopins,15.0,4.8,1757,66 Rue de Clichy,"Paris, Ile-de-France, France",pub et bar,Paris,75009.0,9.0,centre
La Machine du Moulin Rouge,25.0,4.8,1405,90 Bd de Clichy,"Paris, Ile-de-France, France",club,Paris,75018.0,18.0,peripherie
Terres de Cafe Paris Saint-Honore,5.5,4.8,1240,150 Rue Saint-Honore,"Paris, Ile-de-France, France",cafe,Paris,75001.0,1.0,centre
Aux Crus de Bourgogne,40.5,4.8,1934,3 Rue Bachaumont,"Paris, Ile-de-France, France",restaurant francais,Paris,75002.0,2.0,centre
LArdoise,42.0,4.8,2087,28 Rue du Mont Thabor,"Paris, Ile-de-France, France",restaurant francais,Paris,75001.0,1.0,centre
Les Cuivres - Restaurant Paris 11,30.0,4.8,2423,68 Av. de la Republique,"Paris, Ile-de-France, France",restaurant francais,Paris,75011.0,11.0,intermediaire
Chamas Tacos Paris 19,15.0,4.8,4475,99 Avenue Jean Jaures,"Paris, Ile-de-France, France",restaurant,Paris,75019.0,19.0,peripherie
LAs du Fallafel,15.0,4.8,23427,34 Rue des Rosiers,"Paris, Ile-de-France, France",restaurant,Paris,75004.0,4.0,centre
Mandarin de Choisy,15.0,4.8,1594,135 Rue de Tolbiac,"Paris, Ile-de-France, France",restaurant,Paris,75013.0,13.0,intermediaire
Table Bruno Verjus,100.0,4.8,1248,3 R. de Prague,"Paris, Ile-de-France, France",restaurant francais,Paris,75012.0,12.0,intermediaire
Le Carolus,15.0,4.8,3203,130 Ter Bd de Clichy,"Paris, Ile-de-France, France",pub et bar,Paris,75018.0,18.0,peripherie
Le Marais Restaurant Paris,25.0,4.8,2308,47 Rue de Turbigo,"Paris, Ile-de-France, France",restaurant,Paris,75003.0,3.0,centre
PNY,25.0,4.8,3612,24 Rue Pierre Fontaine,"Paris, Ile-de-France, France",fast food,Paris,75009.0,9.0,centre
Old Shalimar,15.0,4.8,2000,92 Pass. Brady,"Paris, Ile-de-France, France",restaurant indiens,Paris,75010.0,10.0,intermediaire
Lyoom Cantine - restaurant traditionnel Tunisien,20.0,4.8,1120,70 Rue Jean-Pierre Timbaud,"Paris, Ile-de-France, France",restaurant tunisiens,Paris,75011.0,11.0,intermediaire
Guefen,100.0,4.8,264,212 bis Rue de Charenton,"Paris, Ile-de-France, France",restaurant cacher,Paris,75003.0,3.0,centre
Restaurant Quelque part... Les abysses,100.0,4.8,565,1 Rue Ambroise Thomas,"Paris, Ile-de-France, France",restaurant francais,Paris,75009.0,9.0,centre
Les Jardins Contini,25.0,4.8,3645,49 Av. du General Leclerc,"Paris, Ile-de-France, France",restaurant,Paris,75014.0,14.0,intermediaire
ROSEMONDE BY PATROL,25.0,4.8,1953,2 Pl. Edmond Rostand,"Paris, Ile-de-France, France",restaurant,Paris,75006.0,6.0,centre
Ploc,25.0,4.8,175,"17 Rue Saint-Blaise 15, 15","Paris, Ile-de-France, France",pub et bar,Paris,75020.0,20.0,peripherie
La Fontaine Gaillon,100.0,4.8,1302,1 Rue de la Michodiere,"Paris, Ile-de-France, France",restaurant francais,Paris,75002.0,2.0,centre
Truffes Folies 8 Eme,34.5,4.8,4466,48 Rue de Berri,"Paris, Ile-de-France, France",restaurant,Paris,75008.0,8.0,centre
Le Servan,65.0,4.8,1664,32 Rue Saint-Maur,"Paris, Ile-de-France, France",restaurant,Paris,75011.0,11.0,intermediaire
Sushi Yoshinaga,100.0,4.8,144,27 Rue du 4 septembre,"Paris, Ile-de-France, France",sushis,Paris,75002.0,2.0,centre
Violetta Et Alfredo - Salon De The,25.0,4.8,3700,30 Rue de Trevise,"Paris, Ile-de-France, France",desserts,Paris,75009.0,9.0,centre
Tomy Co,100.0,4.8,1777,22 Rue Surcouf,"Paris, Ile-de-France, France",restaurant francais,Paris,75007.0,7.0,centre
Restaurant Gaya,100.0,4.8,1175,6 Rue de Saint-Simon,"Paris, Ile-de-France, France",restaurant,Paris,75007.0,7.0,centre
Hippopotamus Steakhouse,25.0,4.8,3916,5 Boulevard Des Batignolles,"Paris, Ile-de-France, France",restaurant a viande,Paris,75008.0,8.0,centre
Les Enfants Rouges,45.0,4.8,2128,9 Rue de Beauce,"Paris, Ile-de-France, France",restaurant,Paris,75003.0,3.0,centre
Ristorante lAngelina,25.0,4.8,1314,61 Av. de France,"Paris, Ile-de-France, France",restaurant italiens,Paris,75013.0,13.0,intermediaire
Cafe Oz Denfert - The Australian Bar,20.0,4.8,11024,"3, place Denfert-Rochereau","Paris, Ile-de-France, France",cafe,Paris,75014.0,14.0,intermediaire
SOBERANO,25.0,4.8,864,14 Rue de la Roquette,"Paris, Ile-de-France, France",restaurant,Paris,75011.0,11.0,intermediaire
Auberge Bressane,25.5,4.8,3125,16 Av. de la Motte-Picquet,"Paris, Ile-de-France, France",pub et bar,Paris,75007.0,7.0,centre
Les Parigots,25.0,4.8,2358,5 rue du Chateau dEau,"Paris, Ile-de-France, France",restaurant,Paris,75010.0,10.0,intermediaire
Green Farmers Paris,15.0,4.8,1446,49 Bd de Clichy,"Paris, Ile-de-France, France",vegetarien,Paris,75009.0,9.0,centre
Qui plume la lune,100.0,4.8,1800,50 Rue Amelot,"Paris, Ile-de-France, France",restaurant francais,Paris,75011.0,11.0,intermediaire
Le Ptit Breton Opera,25.0,4.8,2102,12 Rue de Port-Mahon,"Paris, Ile-de-France, France",desserts,Paris,75002.0,2.0,centre
Le 17.45 Paris Ramey - Planches a composer,25.0,4.8,734,54 Rue Ramey,"Paris, Ile-de-France, France",restaurant francais,Paris,75018.0,18.0,peripherie
DeKa,25.0,4.8,812,4 Rue Hermel,"Paris, Ile-de-France, France",cafe,Paris,75018.0,18.0,peripherie
BISTROT 20 LE VINGT,25.0,4.8,2918,20 Rue Saint-Severin,"Paris, Ile-de-France, France",restaurant francais,Paris,75005.0,5.0,centre
Papilla Brochant,25.0,4.8,2048,127 Av. de Clichy,"Paris, Ile-de-France, France",restaurant,Paris,75017.0,17.0,peripherie
Bowly Wood,15.0,4.8,1258,3 Rue Vignon,"Paris, Ile-de-France, France",restaurant,Paris,75008.0,8.0,centre
Zeyer,32.0,4.8,4368,"62, Rue dAlesia","Paris, Ile-de-France, France",restaurant,Paris,75014.0,14.0,intermediaire
Made in Italy,15.0,4.8,394,35 Rue De La Boetie,"Paris, Ile-de-France, France",italien,Paris,75008.0,8.0,centre
Hotel La Comtesse Tour Eiffel,25.0,4.8,1226,29 Av. de Tourville,"Paris, Ile-de-France, France",cafe,Paris,75007.0,7.0,centre
Restaurant Akrame,100.0,4.8,1157,7 Rue Tronchet,"Paris, Ile-de-France, France",restaurant francais,Paris,75008.0,8.0,centre
La Jacobine,35.0,4.8,8833,59-61 Rue Saint-Andre des Arts,"Paris, Ile-de-France, France",restaurant francais,Paris,75006.0,6.0,centre
Cafe Francoeur,20.0,4.8,3180,129 Rue Caulaincourt,"Paris, Ile-de-France, France",cafe,Paris,75018.0,18.0,peripherie
BOBBY,25.0,4.8,1853,29 Rue Lambert,"Paris, Ile-de-France, France",italien,Paris,75018.0,18.0,peripherie
Bocamexa Reaumur,15.0,4.8,756,81 Rue Reaumur,"Paris, Ile-de-France, France",restaurant mexicains,Paris,75002.0,2.0,centre
Le Pre Aux Clercs,25.0,4.8,3544,30 Rue Bonaparte,"Paris, Ile-de-France, France",pub et bar,Paris,75006.0,6.0,centre
Burger King,15.0,4.8,8641,78-80 Avenue Du General Leclerc,"Paris, Ile-de-France, France",fast food,Paris,75014.0,14.0,intermediaire
