"id_restaurant","nom_restaurant","prix_moyen","rating","nb_notes","adresse","ville","main_category","commune","code_postal","arrondissement","zone_paris","insee_from_cp","insee_com","nom_arrondissement","pop_totale","pop_3_20_ans","nb_familles","nb_familles_mono","part_pop_3_20","part_fam_mono","revenu_median","taux_bac","taux_ouvrier","taux_chomage","facteur_deprivation","part_apl"
743,"Ristorante lAngelina",25.0,4.8,1314,"61 Av. de France","Paris, Ile-de-France, France","restaurant italiens","Paris","75013",13,"intermediaire","75113","75113","Paris 13e Arrondissement",177833.0,31293.0765255113,42124.7879193933,9585.27451431624,0.76769487760366,1.16922949207519,25100,0.711342220513138,0.047742325263558,0.094182696802569,0.709941501291032,4.338
744,"Cafe Oz Denfert - The Australian Bar",20.0,4.8,11024,"3, place Denfert-Rochereau","Paris, Ile-de-France, France","cafe","Paris","75014",14,"intermediaire","75114","75114","Paris 14e Arrondissement",133967.0,22244.8424291788,30318.9850075247,6009.22091911199,0.724409667253306,1.01844233884749,28730,0.782915953622741,0.030631479354502,0.07956018221338,1.94411586474717,4.301
745,"SOBERANO",25.0,4.8,864,"14 Rue de la Roquette","Paris, Ile-de-France, France","restaurant","Paris","75011",11,"intermediaire","75111","75111","Paris 11e Arrondissement",144292.0,20400.7246421751,33053.4147599171,5981.67164727312,0.616816633299328,0.929906256574518,29100,0.784700328660087,0.035876115755649,0.08903590112955,1.78857188186815,5.078
746,"Auberge Bressane",25.5,4.8,3125,"16 Av. de la Motte-Picquet","Paris, Ile-de-France, France","pub et bar","Paris","75007",7,"centre","75107","75107","Paris 7e Arrondissement",48520.0,8118.98517883259,11547.3973563606,1512.59421664728,0.730018207474047,0.673087086427869,44110,0.855623356214713,0.022072883224414,0.061382880841802,4.68011779355016,5.554
747,"Les Parigots",25.0,4.8,2358,"5 rue du Chateau dEau","Paris, Ile-de-France, France","restaurant","Paris","75010",10,"intermediaire","75110","75110","Paris 10e Arrondissement",83459.0,13494.021452243,19584.0122896016,3264.72212696351,0.705376448586344,0.856598842358534,28060,0.774063111880029,0.044224639427051,0.095936388703015,1.40254851180917,5.934
748,"Green Farmers Paris",15.0,4.8,1446,"49 Bd de Clichy","Paris, Ile-de-France, France","vegetarien","Paris","75009",9,"centre","75109","75109","Paris 9e Arrondissement",60168.0,9785.83369966075,14608.6262698335,2112.99452561135,0.709553245832839,0.743227767047381,35630,0.85008578734145,0.030019388169036,0.076818168211707,3.21525560165214,5.741
749,"Qui plume la lune",100.0,4.8,1800,"50 Rue Amelot","Paris, Ile-de-France, France","restaurant francais","Paris","75011",11,"intermediaire","75111","75111","Paris 11e Arrondissement",144292.0,20400.7246421751,33053.4147599171,5981.67164727312,0.616816633299328,0.929906256574518,29100,0.784700328660087,0.035876115755649,0.08903590112955,1.78857188186815,5.078
750,"Le Ptit Breton Opera",25.0,4.8,2102,"12 Rue de Port-Mahon","Paris, Ile-de-France, France","desserts","Paris","75002",2,"centre","75102","75102","Paris 2e Arrondissement",21130.0,3000.31881558287,4924.89480734583,659.024051475884,0.619470520834343,0.687602171366908,32380,0.840393667932997,0.036713077447815,0.081152251209948,2.60730658520125,6.091
751,"Le 17.45 Paris Ramey - Planches a composer",25.0,4.8,734,"54 Rue Ramey","Paris, Ile-de-France, France","restaurant francais","Paris","75018",18,"peripherie","75118","75118","Paris 18e Arrondissement",191135.0,30805.0161302009,43425.8288875106,9783.97545467691,0.703127291700882,1.15771103039105,23930,0.715037004573533,0.059916595322748,0.092040756232497,0.490370335625503,4.506
752,"DeKa",25.0,4.8,812,"4 Rue Hermel","Paris, Ile-de-France, France","cafe","Paris","75018",18,"peripherie","75118","75118","Paris 18e Arrondissement",191135.0,30805.0161302009,43425.8288875106,9783.97545467691,0.703127291700882,1.15771103039105,23930,0.715037004573533,0.059916595322748,0.092040756232497,0.490370335625503,4.506
753,"BISTROT 20 LE VINGT",25.0,4.8,2918,"20 Rue Saint-Severin","Paris, Ile-de-France, France","restaurant francais","Paris","75005",5,"centre","75105","75105","Paris 5e Arrondissement",57380.0,10853.1833131306,12762.6203488744,2047.51752995005,0.825181209903045,0.824367215166068,34650,0.852722588714883,0.022065761923038,0.061616505985879,3.43672949788336,5.6
754,"Papilla Brochant",25.0,4.8,2048,"127 Av. de Clichy","Paris, Ile-de-France, France","restaurant","Paris","75017",17,"peripherie","75117","75117","Paris 17e Arrondissement",166336.0,29098.9451366555,39612.093970877,7180.83231865524,0.763209430182993,0.931493692158404,32290,0.788740297106962,0.037959664106942,0.083282988555933,2.29737361025854,4.876
755,"Bowly Wood",15.0,4.8,1258,"3 Rue Vignon","Paris, Ile-de-France, France","restaurant","Paris","75008",8,"centre","75108","75108","Paris 8e Arrondissement",35631.0,7081.67320716381,8845.45397479675,1289.69041278396,0.867082869656758,0.749200878157974,42680,0.83621824477181,0.030587773598227,0.063637978583227,4.27771457621156,5.256
756,"Zeyer",32.0,4.8,4368,"62, Rue dAlesia","Paris, Ile-de-France, France","restaurant","Paris","75014",14,"intermediaire","75114","75114","Paris 14e Arrondissement",133967.0,22244.8424291788,30318.9850075247,6009.22091911199,0.724409667253306,1.01844233884749,28730,0.782915953622741,0.030631479354502,0.07956018221338,1.94411586474717,4.301
757,"Made in Italy",15.0,4.8,394,"35 Rue De La Boetie","Paris, Ile-de-France, France","italien","Paris","75008",8,"centre","75108","75108","Paris 8e Arrondissement",35631.0,7081.67320716381,8845.45397479675,1289.69041278396,0.867082869656758,0.749200878157974,42680,0.83621824477181,0.030587773598227,0.063637978583227,4.27771457621156,5.256
758,"Hotel La Comtesse Tour Eiffel",25.0,4.8,1226,"29 Av. de Tourville","Paris, Ile-de-France, France","cafe","Paris","75007",7,"centre","75107","75107","Paris 7e Arrondissement",48520.0,8118.98517883259,11547.3973563606,1512.59421664728,0.730018207474047,0.673087086427869,44110,0.855623356214713,0.022072883224414,0.061382880841802,4.68011779355016,5.554
759,"Restaurant Akrame",100.0,4.8,1157,"7 Rue Tronchet","Paris, Ile-de-France, France","restaurant francais","Paris","75008",8,"centre","75108","75108","Paris 8e Arrondissement",35631.0,7081.67320716381,8845.45397479675,1289.69041278396,0.867082869656758,0.749200878157974,42680,0.83621824477181,0.030587773598227,0.063637978583227,4.27771457621156,5.256
760,"La Jacobine",35.0,4.8,8833,"59-61 Rue Saint-Andre des Arts","Paris, Ile-de-France, France","restaurant francais","Paris","75006",6,"centre","75106","75106","Paris 6e Arrondissement",39625.0,7425.56482872606,8786.3660336547,1359.35037479947,0.817547423979192,0.794977895159843,39600,0.867610097376763,0.018056818823904,0.062648602215602,4.17277949236363,5.751
761,"Cafe Francoeur",20.0,4.8,3180,"129 Rue Caulaincourt","Paris, Ile-de-France, France","cafe","Paris","75018",18,"peripherie","75118","75118","Paris 18e Arrondissement",191135.0,30805.0161302009,43425.8288875106,9783.97545467691,0.703127291700882,1.15771103039105,23930,0.715037004573533,0.059916595322748,0.092040756232497,0.490370335625503,4.506
762,"BOBBY",25.0,4.8,1853,"29 Rue Lambert","Paris, Ile-de-France, France","italien","Paris","75018",18,"peripherie","75118","75118","Paris 18e Arrondissement",191135.0,30805.0161302009,43425.8288875106,9783.97545467691,0.703127291700882,1.15771103039105,23930,0.715037004573533,0.059916595322748,0.092040756232497,0.490370335625503,4.506
763,"Bocamexa Reaumur",15.0,4.8,756,"81 Rue Reaumur","Paris, Ile-de-France, France","restaurant mexicains","Paris","75002",2,"centre","75102","75102","Paris 2e Arrondissement",21130.0,3000.31881558287,4924.89480734583,659.024051475884,0.619470520834343,0.687602171366908,32380,0.840393667932997,0.036713077447815,0.081152251209948,2.60730658520125,6.091
764,"Le Pre Aux Clercs",25.0,4.8,3544,"30 Rue Bonaparte","Paris, Ile-de-France, France","pub et bar","Paris","75006",6,"centre","75106","75106","Paris 6e Arrondissement",39625.0,7425.56482872606,8786.3660336547,1359.35037479947,0.817547423979192,0.794977895159843,39600,0.867610097376763,0.018056818823904,0.062648602215602,4.17277949236363,5.751
765,"Burger King",15.0,4.8,8641,"78-80 Avenue Du General Leclerc","Paris, Ile-de-France, France","fast food","Paris","75014",14,"intermediaire","75114","75114","Paris 14e Arrondissement",133967.0,22244.8424291788,30318.9850075247,6009.22091911199,0.724409667253306,1.01844233884749,28730,0.782915953622741,0.030631479354502,0.07956018221338,1.94411586474717,4.301
766,"Samourice",5.5,4.8,613,"203 Rue du Faubourg Saint-Antoine","Paris, Ile-de-France, France","sushis","Paris","75010",10,"intermediaire","75110","75110","Paris 10e Arrondissement",83459.0,13494.021452243,19584.0122896016,3264.72212696351,0.705376448586344,0.856598842358534,28060,0.774063111880029,0.044224639427051,0.095936388703015,1.40254851180917,5.934
767,"Angelino Trattoria",25.0,4.8,514,"17 Rue Pergolese","Paris, Ile-de-France, France","restaurant italiens","Paris","75116",16,"peripherie","75116","75116","Paris 16e Arrondissement",162820.0,32366.3837401309,40763.4493727417,6492.4010657931,0.867239727109331,0.818403253535766,40140,0.824474795160243,0.025874171304588,0.069093386917932,3.84720191018132,3.657
768,"Bambou",32.0,4.8,5518,"23 Rue des Jeuneurs","Paris, Ile-de-France, France","restaurant thailandais","Paris","75002",2,"centre","75102","75102","Paris 2e Arrondissement",21130.0,3000.31881558287,4924.89480734583,659.024051475884,0.619470520834343,0.687602171366908,32380,0.840393667932997,0.036713077447815,0.081152251209948,2.60730658520125,6.091
769,"CHEZ MILO",25.0,4.8,8986,"16 Rue Maublanc","Paris, Ile-de-France, France","restaurant","Paris","75015",15,"intermediaire","75115","75115","Paris 15e Arrondissement",229472.0,39337.4060818076,53757.288724588,9507.41786511248,0.74787454884094,0.908778740654541,32120,0.805395319867429,0.030544020423073,0.074763457990758,2.57368316242971,4.331
770,"Le Grand Bain",45.0,4.8,1229,"14 Rue Denoyez","Paris, Ile-de-France, France","restaurant francais","Paris","75020",20,"peripherie","75120","75120","Paris 20e Arrondissement",192120.0,34501.8608831934,45625.9473893605,10814.6048915272,0.783470551843193,1.21795626946964,22880,0.673210217111925,0.059616922239316,0.108925178614908,-0.129348618170574,4.333
771,"Wild The Moon Gravilliers",15.0,4.8,1897,"25 Rue Des Gravilliers","Paris, Ile-de-France, France","restaurant","Paris","75003",3,"centre","75103","75103","Paris 3e Arrondissement",33402.0,4727.55499053531,7816.18302332249,1418.54178817573,0.617471409097184,0.932567652401368,33180,0.836094404907947,0.02735407706541,0.080415680775181,2.7962955716641,5.736
772,"La Plume Rive Droite",100.0,4.8,2953,"43 Rue Etienne Marcel","Paris, Ile-de-France, France","restaurant","Paris","75001",1,"centre","75101","75101","Paris 1er Arrondissement",16030.0,2253.85676832728,3625.24399870642,646.448751278679,0.61340247876124,0.916283343788528,33960,0.812463042504407,0.030768029448353,0.07851608460805,2.78080078176679,6.207
773,"Amorino Gelato - Paris Gaite",5.5,4.8,2778,"2 Rue de la Gaite","Paris, Ile-de-France, France","cafe","Paris","75014",14,"intermediaire","75114","75114","Paris 14e Arrondissement",133967.0,22244.8424291788,30318.9850075247,6009.22091911199,0.724409667253306,1.01844233884749,28730,0.782915953622741,0.030631479354502,0.07956018221338,1.94411586474717,4.301
774,"La Plage Parisienne",30.5,4.8,4491,"Port de Javel Haut","Paris, Ile-de-France, France","restaurant francais","Paris","75015",15,"intermediaire","75115","75115","Paris 15e Arrondissement",229472.0,39337.4060818076,53757.288724588,9507.41786511248,0.74787454884094,0.908778740654541,32120,0.805395319867429,0.030544020423073,0.074763457990758,2.57368316242971,4.331
775,"Restaurant LOyat",16.0,4.8,417,"11 Rue Notre Dame de Nazareth","Paris, Ile-de-France, France","restaurant","Paris","75003",3,"centre","75103","75103","Paris 3e Arrondissement",33402.0,4727.55499053531,7816.18302332249,1418.54178817573,0.617471409097184,0.932567652401368,33180,0.836094404907947,0.02735407706541,0.080415680775181,2.7962955716641,5.736
776,"Sosso Restaurant",25.0,4.8,1266,"36 Rue Ramey","Paris, Ile-de-France, France","restaurant mediterraneens","Paris","75018",18,"peripherie","75118","75118","Paris 18e Arrondissement",191135.0,30805.0161302009,43425.8288875106,9783.97545467691,0.703127291700882,1.15771103039105,23930,0.715037004573533,0.059916595322748,0.092040756232497,0.490370335625503,4.506
777,"Tripletta Belleville",15.0,4.8,2280,"88 Bd de Belleville","Paris, Ile-de-France, France","pizzeria","Paris","75020",20,"peripherie","75120","75120","Paris 20e Arrondissement",192120.0,34501.8608831934,45625.9473893605,10814.6048915272,0.783470551843193,1.21795626946964,22880,0.673210217111925,0.059616922239316,0.108925178614908,-0.129348618170574,4.333
778,"Restaurant MAISON",100.0,4.8,343,"3 Rue Saint-Hubert","Paris, Ile-de-France, France","restaurant francais","Paris","75011",11,"intermediaire","75111","75111","Paris 11e Arrondissement",144292.0,20400.7246421751,33053.4147599171,5981.67164727312,0.616816633299328,0.929906256574518,29100,0.784700328660087,0.035876115755649,0.08903590112955,1.78857188186815,5.078
779,"Nicoles",25.0,4.8,1197,"14 Rue de Bellechase","Paris, Ile-de-France, France","pizzeria","Paris","75007",7,"centre","75107","75107","Paris 7e Arrondissement",48520.0,8118.98517883259,11547.3973563606,1512.59421664728,0.730018207474047,0.673087086427869,44110,0.855623356214713,0.022072883224414,0.061382880841802,4.68011779355016,5.554
780,"Restaurant Biscotte",55.0,4.8,828,"22 Rue Desnouettes","Paris, Ile-de-France, France","restaurant francais","Paris","75015",15,"intermediaire","75115","75115","Paris 15e Arrondissement",229472.0,39337.4060818076,53757.288724588,9507.41786511248,0.74787454884094,0.908778740654541,32120,0.805395319867429,0.030544020423073,0.074763457990758,2.57368316242971,4.331
781,"O Sha Fluffy Pancake gluten free",15.0,4.8,1396,"46 Bd du Temple","Paris, Ile-de-France, France","sushis","Paris","75011",11,"intermediaire","75111","75111","Paris 11e Arrondissement",144292.0,20400.7246421751,33053.4147599171,5981.67164727312,0.616816633299328,0.929906256574518,29100,0.784700328660087,0.035876115755649,0.08903590112955,1.78857188186815,5.078
782,"La Taverne De ZHAOMenilmontant",15.0,4.8,1845,"42 Rue de Menilmontant","Paris, Ile-de-France, France","restaurant chinois","Paris","75020",20,"peripherie","75120","75120","Paris 20e Arrondissement",192120.0,34501.8608831934,45625.9473893605,10814.6048915272,0.783470551843193,1.21795626946964,22880,0.673210217111925,0.059616922239316,0.108925178614908,-0.129348618170574,4.333
783,"Ambos Restaurant",70.0,4.8,508,"38 Rue de Vaugirard","Paris, Ile-de-France, France","restaurant francais","Paris","75006",6,"centre","75106","75106","Paris 6e Arrondissement",39625.0,7425.56482872606,8786.3660336547,1359.35037479947,0.817547423979192,0.794977895159843,39600,0.867610097376763,0.018056818823904,0.062648602215602,4.17277949236363,5.751
784,"Bocamexa",15.0,4.8,1122,"12 Rue de la Roquette","Paris, Ile-de-France, France","restaurant mexicains","Paris","75011",11,"intermediaire","75111","75111","Paris 11e Arrondissement",144292.0,20400.7246421751,33053.4147599171,5981.67164727312,0.616816633299328,0.929906256574518,29100,0.784700328660087,0.035876115755649,0.08903590112955,1.78857188186815,5.078
785,"KFC Saint Michel",15.0,4.8,2257,"35 Bd Saint-Michel","Paris, Ile-de-France, France","fast food","Paris","75005",5,"centre","75105","75105","Paris 5e Arrondissement",57380.0,10853.1833131306,12762.6203488744,2047.51752995005,0.825181209903045,0.824367215166068,34650,0.852722588714883,0.022065761923038,0.061616505985879,3.43672949788336,5.6
786,"Djakarta Bali Restaurant Romantique Indonesien",36.5,4.8,5347,"9 Rue Vauvilliers","Paris, Ile-de-France, France","restaurant","Paris","75001",1,"centre","75101","75101","Paris 1er Arrondissement",16030.0,2253.85676832728,3625.24399870642,646.448751278679,0.61340247876124,0.916283343788528,33960,0.812463042504407,0.030768029448353,0.07851608460805,2.78080078176679,6.207
787,"Salsamenteria di Parma",25.0,4.8,2569,"40 Rue Saint-Georges","Paris, Ile-de-France, France","restaurant","Paris","75009",9,"centre","75109","75109","Paris 9e Arrondissement",60168.0,9785.83369966075,14608.6262698335,2112.99452561135,0.709553245832839,0.743227767047381,35630,0.85008578734145,0.030019388169036,0.076818168211707,3.21525560165214,5.741
788,"The Crossing Indian Bistro",35.0,4.8,1081,"35 Bd Haussmann","Paris, Ile-de-France, France","restaurant indiens","Paris","75009",9,"centre","75109","75109","Paris 9e Arrondissement",60168.0,9785.83369966075,14608.6262698335,2112.99452561135,0.709553245832839,0.743227767047381,35630,0.85008578734145,0.030019388169036,0.076818168211707,3.21525560165214,5.741
789,"Brasserie Chacha",25.0,4.8,509,"150 Boulevard de Charonne","Paris, Ile-de-France, France","restaurant francais","Paris","75020",20,"peripherie","75120","75120","Paris 20e Arrondissement",192120.0,34501.8608831934,45625.9473893605,10814.6048915272,0.783470551843193,1.21795626946964,22880,0.673210217111925,0.059616922239316,0.108925178614908,-0.129348618170574,4.333
790,"Mokus Lecureuil",25.0,4.8,8116,"116 Av. Kleber","Paris, Ile-de-France, France","pizzeria","Paris","75116",16,"peripherie","75116","75116","Paris 16e Arrondissement",162820.0,32366.3837401309,40763.4493727417,6492.4010657931,0.867239727109331,0.818403253535766,40140,0.824474795160243,0.025874171304588,0.069093386917932,3.84720191018132,3.657
791,"WOWCRAB",32.0,4.8,1777,"35 Rue La Fayette","Paris, Ile-de-France, France","fruits de mer","Paris","75009",9,"centre","75109","75109","Paris 9e Arrondissement",60168.0,9785.83369966075,14608.6262698335,2112.99452561135,0.709553245832839,0.743227767047381,35630,0.85008578734145,0.030019388169036,0.076818168211707,3.21525560165214,5.741
792,"LA DOLCE VITA PARIS 5eme",15.0,4.8,1876,"17 Rue Xavier Privas","Paris, Ile-de-France, France","pizzeria","Paris","75005",5,"centre","75105","75105","Paris 5e Arrondissement",57380.0,10853.1833131306,12762.6203488744,2047.51752995005,0.825181209903045,0.824367215166068,34650,0.852722588714883,0.022065761923038,0.061616505985879,3.43672949788336,5.6
793,"Cafe de lAvenue - Paris 8",25.0,4.8,1692,"190 Bd Haussmann","Paris, Ile-de-France, France","cafe","Paris","75008",8,"centre","75108","75108","Paris 8e Arrondissement",35631.0,7081.67320716381,8845.45397479675,1289.69041278396,0.867082869656758,0.749200878157974,42680,0.83621824477181,0.030587773598227,0.063637978583227,4.27771457621156,5.256
794,"MELTY SMASH BURGERS",15.0,4.8,586,"33 Av. de la Motte-Picquet","Paris, Ile-de-France, France","restaurant","Paris","75007",7,"centre","75107","75107","Paris 7e Arrondissement",48520.0,8118.98517883259,11547.3973563606,1512.59421664728,0.730018207474047,0.673087086427869,44110,0.855623356214713,0.022072883224414,0.061382880841802,4.68011779355016,5.554
795,"Il Gigolo",25.0,4.8,5298,"11 Rue de la Huchette","Paris, Ile-de-France, France","restaurant","Paris","75005",5,"centre","75105","75105","Paris 5e Arrondissement",57380.0,10853.1833131306,12762.6203488744,2047.51752995005,0.825181209903045,0.824367215166068,34650,0.852722588714883,0.022065761923038,0.061616505985879,3.43672949788336,5.6
796,"Udon Kisin",25.0,4.8,1028,"7-9 Rue de Ponthieu","Paris, Ile-de-France, France","restaurant japonais","Paris","75008",8,"centre","75108","75108","Paris 8e Arrondissement",35631.0,7081.67320716381,8845.45397479675,1289.69041278396,0.867082869656758,0.749200878157974,42680,0.83621824477181,0.030587773598227,0.063637978583227,4.27771457621156,5.256
797,"LHOTSE",25.0,4.8,2236,"44 Rue de Londres","Paris, Ile-de-France, France","restaurant","Paris","75008",8,"centre","75108","75108","Paris 8e Arrondissement",35631.0,7081.67320716381,8845.45397479675,1289.69041278396,0.867082869656758,0.749200878157974,42680,0.83621824477181,0.030587773598227,0.063637978583227,4.27771457621156,5.256
798,"LAbreuvoir",25.0,4.8,4908,"24 Rue du Dr Finlay","Paris, Ile-de-France, France","restaurant","Paris","75015",15,"intermediaire","75115","75115","Paris 15e Arrondissement",229472.0,39337.4060818076,53757.288724588,9507.41786511248,0.74787454884094,0.908778740654541,32120,0.805395319867429,0.030544020423073,0.074763457990758,2.57368316242971,4.331
799,"Los Franchutes",15.0,4.8,854,"104 Boulevard Richard Lenoir","Paris, Ile-de-France, France","pub et bar","Paris","75011",11,"intermediaire","75111","75111","Paris 11e Arrondissement",144292.0,20400.7246421751,33053.4147599171,5981.67164727312,0.616816633299328,0.929906256574518,29100,0.784700328660087,0.035876115755649,0.08903590112955,1.78857188186815,5.078
800,"Jolia",35.0,4.8,1906,"123 Rue du Chemin Vert","Paris, Ile-de-France, France","restaurant mediterraneens","Paris","75011",11,"intermediaire","75111","75111","Paris 11e Arrondissement",144292.0,20400.7246421751,33053.4147599171,5981.67164727312,0.616816633299328,0.929906256574518,29100,0.784700328660087,0.035876115755649,0.08903590112955,1.78857188186815,5.078
801,"THE SMOKED MEAT PARIS 11 - BASTILLE",15.0,4.8,2113,"17 Rue Sedaine","Paris, Ile-de-France, France","fast food","Paris","75011",11,"intermediaire","75111","75111","Paris 11e Arrondissement",144292.0,20400.7246421751,33053.4147599171,5981.67164727312,0.616816633299328,0.929906256574518,29100,0.784700328660087,0.035876115755649,0.08903590112955,1.78857188186815,5.078
802,"Shekamou",5.5,4.8,620,"42 Rue des Entrepreneurs","Paris, Ile-de-France, France","cafe","Paris","75015",15,"intermediaire","75115","75115","Paris 15e Arrondissement",229472.0,39337.4060818076,53757.288724588,9507.41786511248,0.74787454884094,0.908778740654541,32120,0.805395319867429,0.030544020423073,0.074763457990758,2.57368316242971,4.331
803,"LandMonkeys Montmartre",5.5,4.8,410,"28 Rue Ramey","Paris, Ile-de-France, France","vegetarien","Paris","75018",18,"peripherie","75118","75118","Paris 18e Arrondissement",191135.0,30805.0161302009,43425.8288875106,9783.97545467691,0.703127291700882,1.15771103039105,23930,0.715037004573533,0.059916595322748,0.092040756232497,0.490370335625503,4.506
804,"Oppa BBQ - Restaurant Coreen a Chatelet",25.0,4.8,485,"54 Rue Saint-Honore","Paris, Ile-de-France, France","restaurant coreens","Paris","75001",1,"centre","75101","75101","Paris 1er Arrondissement",16030.0,2253.85676832728,3625.24399870642,646.448751278679,0.61340247876124,0.916283343788528,33960,0.812463042504407,0.030768029448353,0.07851608460805,2.78080078176679,6.207
805,"Beefbar Paris",100.0,4.8,3324,"5 Rue Marbeuf","Paris, Ile-de-France, France","restaurant","Paris","75008",8,"centre","75108","75108","Paris 8e Arrondissement",35631.0,7081.67320716381,8845.45397479675,1289.69041278396,0.867082869656758,0.749200878157974,42680,0.83621824477181,0.030587773598227,0.063637978583227,4.27771457621156,5.256
806,"RATN",38.5,4.8,2419,"9 Rue de la Tremoille","Paris, Ile-de-France, France","restaurant indiens","Paris","75008",8,"centre","75108","75108","Paris 8e Arrondissement",35631.0,7081.67320716381,8845.45397479675,1289.69041278396,0.867082869656758,0.749200878157974,42680,0.83621824477181,0.030587773598227,0.063637978583227,4.27771457621156,5.256
807,"La Riotte",45.0,4.8,762,"10 Rue de Castellane","Paris, Ile-de-France, France","pub et bar","Paris","75008",8,"centre","75108","75108","Paris 8e Arrondissement",35631.0,7081.67320716381,8845.45397479675,1289.69041278396,0.867082869656758,0.749200878157974,42680,0.83621824477181,0.030587773598227,0.063637978583227,4.27771457621156,5.256
808,"Madonna",15.0,4.8,2214,"52 Rue La Fayette","Paris, Ile-de-France, France","restaurant italiens","Paris","75009",9,"centre","75109","75109","Paris 9e Arrondissement",60168.0,9785.83369966075,14608.6262698335,2112.99452561135,0.709553245832839,0.743227767047381,35630,0.85008578734145,0.030019388169036,0.076818168211707,3.21525560165214,5.741
809,"Mayfair Garden",45.0,4.8,3823,"33 Rue Longchamps","Paris, Ile-de-France, France","restaurant","Paris","75116",16,"peripherie","75116","75116","Paris 16e Arrondissement",162820.0,32366.3837401309,40763.4493727417,6492.4010657931,0.867239727109331,0.818403253535766,40140,0.824474795160243,0.025874171304588,0.069093386917932,3.84720191018132,3.657
810,"Balou Paris 3",15.0,4.8,3674,"9-11 Rue aux Ours","Paris, Ile-de-France, France","pub et bar","Paris","75003",3,"centre","75103","75103","Paris 3e Arrondissement",33402.0,4727.55499053531,7816.18302332249,1418.54178817573,0.617471409097184,0.932567652401368,33180,0.836094404907947,0.02735407706541,0.080415680775181,2.7962955716641,5.736
811,"Abuela",25.0,4.8,1900,"10 Bd de Clichy","Paris, Ile-de-France, France","restaurant espanols","Paris","75009",9,"centre","75109","75109","Paris 9e Arrondissement",60168.0,9785.83369966075,14608.6262698335,2112.99452561135,0.709553245832839,0.743227767047381,35630,0.85008578734145,0.030019388169036,0.076818168211707,3.21525560165214,5.741
812,"Le Ju",20.0,4.8,16076,"16 Rue des Archives","Paris, Ile-de-France, France","restaurant","Paris","75004",4,"centre","75104","75104","Paris 4e Arrondissement",29064.0,4472.10595374178,6827.15925744134,1166.64748507198,0.671288852264113,0.878076893367938,31790,0.830494513501966,0.024655313830149,0.08930582417867,2.46645807601084,6.261
813,"LEndroit",15.0,4.8,2961,"67 Place du Docteur Felix Lobligeois","Paris, Ile-de-France, France","cafe","Paris","75017",17,"peripherie","75117","75117","Paris 17e Arrondissement",166336.0,29098.9451366555,39612.093970877,7180.83231865524,0.763209430182993,0.931493692158404,32290,0.788740297106962,0.037959664106942,0.083282988555933,2.29737361025854,4.876
814,"La Flanerie de Notre-Dame",5.5,4.8,895,"4 Rue du Cloitre Notre Dame","Paris, Ile-de-France, France","cafe","Paris","75004",4,"centre","75104","75104","Paris 4e Arrondissement",29064.0,4472.10595374178,6827.15925744134,1166.64748507198,0.671288852264113,0.878076893367938,31790,0.830494513501966,0.024655313830149,0.08930582417867,2.46645807601084,6.261
815,"Berthillon",5.5,4.8,9258,"31 Rue Saint-Louis en lIle","Paris, Ile-de-France, France","cafe","Paris","75004",4,"centre","75104","75104","Paris 4e Arrondissement",29064.0,4472.10595374178,6827.15925744134,1166.64748507198,0.671288852264113,0.878076893367938,31790,0.830494513501966,0.024655313830149,0.08930582417867,2.46645807601084,6.261
816,"Crepes Salades",5.5,4.8,1589,"37 Rue Orfila","Paris, Ile-de-France, France","desserts","Paris","75020",20,"peripherie","75120","75120","Paris 20e Arrondissement",192120.0,34501.8608831934,45625.9473893605,10814.6048915272,0.783470551843193,1.21795626946964,22880,0.673210217111925,0.059616922239316,0.108925178614908,-0.129348618170574,4.333
817,"La Perla",25.0,4.8,8042,"5 Rue Montorgueil","Paris, Ile-de-France, France","restaurant","Paris","75001",1,"centre","75101","75101","Paris 1er Arrondissement",16030.0,2253.85676832728,3625.24399870642,646.448751278679,0.61340247876124,0.916283343788528,33960,0.812463042504407,0.030768029448353,0.07851608460805,2.78080078176679,6.207
818,"Le Petit Vendome",25.0,4.8,3790,"8 Rue des Capucines","Paris, Ile-de-France, France","pub et bar","Paris","75002",2,"centre","75102","75102","Paris 2e Arrondissement",21130.0,3000.31881558287,4924.89480734583,659.024051475884,0.619470520834343,0.687602171366908,32380,0.840393667932997,0.036713077447815,0.081152251209948,2.60730658520125,6.091
819,"Matsuri Bac",25.0,4.8,10531,"74 Rue du Bac","Paris, Ile-de-France, France","sushis","Paris","75007",7,"centre","75107","75107","Paris 7e Arrondissement",48520.0,8118.98517883259,11547.3973563606,1512.59421664728,0.730018207474047,0.673087086427869,44110,0.855623356214713,0.022072883224414,0.061382880841802,4.68011779355016,5.554
820,"OTacos Alesia Paris 14",15.0,4.8,836,"65 Av. du General Leclerc","Paris, Ile-de-France, France","fast food","Paris","75014",14,"intermediaire","75114","75114","Paris 14e Arrondissement",133967.0,22244.8424291788,30318.9850075247,6009.22091911199,0.724409667253306,1.01844233884749,28730,0.782915953622741,0.030631479354502,0.07956018221338,1.94411586474717,4.301
821,"Aux Trois Maillets",15.0,4.8,2516,"67 Rue St Denis","Paris, Ile-de-France, France","pub et bar","Paris","75001",1,"centre","75101","75101","Paris 1er Arrondissement",16030.0,2253.85676832728,3625.24399870642,646.448751278679,0.61340247876124,0.916283343788528,33960,0.812463042504407,0.030768029448353,0.07851608460805,2.78080078176679,6.207
