nom;prix_intervalle;rating;nb_notes;adresse;ville;latitude;longitude;main_category;lat_round;lon_round;commune;code_postal;code_insee;arrondissement;zone_paris;
BROTHER SISTER Brunch Lunch Dinner;25.0;4.8;2539;72 Rue de la Roquette;Paris, Île-de-France, France;48.8555892;2.3749573;restaurant;48.8556;2.375;Paris;75011;;11;intermediaire;
Döni Berliner;15.0;4.8;1858;17 Av. Secrétan;Paris, Île-de-France, France;48.8820491;2.371854;restaurant;48.882;2.3719;Paris;75019;;19;peripherie;
Indiana Café - Bercy Village;25.0;4.8;4324;59-61 Cr Saint-Emilion;Paris, Île-de-France, France;48.8338375;2.3873511;café;48.8338;2.3874;Paris;75012;;12;intermediaire;
Les Petites Cocottes de Mian Fan;15.0;4.8;2795;18 Rue de Mogador;Paris, Île-de-France, France;48.8745154;2.331419;restaurant;48.8745;2.3314;Paris;75009;;9;centre;
Galeries Lafayette Le Gourmet;20.0;4.8;8200;35 Bd Haussmann;Paris, Île-de-France, France;48.8731537;2.3304052;restaurant;48.8732;2.3304;Paris;75009;;9;centre;
Le Café De L'usine;45.0;4.8;194;5 Pass. Piver;Paris, Île-de-France, France;48.8700884;2.3742928;café;48.8701;2.3743;Paris;75011;;11;intermediaire;
ASPIC;100.0;4.8;2080;24 Rue Louise-Émilie de la Tour d'Auvergne;Paris, Île-de-France, France;48.8791961;2.3437259;restaurant français;48.8792;2.3437;Paris;75009;;9;centre;
La Condesa Paris;100.0;4.8;1008;13 Rue Claude Rodier;Paris, Île-de-France, France;48.878263;2.3425556;restaurant français;48.8783;2.3426;Paris;75009;;9;centre;
Galanga par Monsieur George;100.0;4.8;456;17 Rue Washington;Paris, Île-de-France, France;48.8729381;2.3025769;restaurant;48.8729;2.3026;Paris;75008;;8;centre;
Café Léone;25.0;4.8;663;5 Rue d'Arcole;Paris, Île-de-France, France;48.8545488;2.3501433;restaurant;48.8545;2.3501;Paris;75004;;4;centre;
Restaurant Petrossian;100.0;4.8;838;13 boulevard de la tour maubourg;Paris, Île-de-France, France;48.8609799;2.3105437;restaurant;48.861;2.3105;Paris;75007;;7;centre;
L'Été en Pente Douce;25.0;4.8;2625;8 Rue Paul Albert;Paris, Île-de-France, France;48.8863549;2.3451788;restaurant français;48.8864;2.3452;Paris;75018;;18;peripherie;
Becco;25.0;4.8;1259;3 Rue de Maubeuge;Paris, Île-de-France, France;48.8763801;2.3406288;restaurant;48.8764;2.3406;Paris;75009;;9;centre;
Aux Mille Saveurs - Restaurant Marocain Paris 19;15.0;4.8;1050;58 Rue de l'Ourcq;Paris, Île-de-France, France;48.8922746;2.379467;restaurant;48.8923;2.3795;Paris;75019;;19;peripherie;
Nodaïwa;57.5;4.8;1374;272 rue Saint-Honoré;Paris, Île-de-France, France;48.8643923;2.3332525;sushis;48.8644;2.3333;Paris;75001;;1;centre;
Café Oz Grands Boulevards;15.0;4.8;5907;8 Boulevard Montmartre;Paris, Île-de-France, France;48.8718444;2.3424083;café;48.8718;2.3424;Paris;75009;;9;centre;
Camelia;100.0;4.8;3839;251 Rue Saint-Honoré;Paris, Île-de-France, France;48.8669732;2.327094;restaurant;48.867;2.3271;Paris;75001;;1;centre;
Naruto Ramen;15.0;4.8;1019;53 Bd du Montparnasse;Paris, Île-de-France, France;48.8444999;2.3226686;restaurant;48.8445;2.3227;Paris;75015;;15;intermediaire;
Laïa Voltaire;23.5;4.8;3491;226 Bd Voltaire;Paris, Île-de-France, France;48.8526255;2.388279;restaurant;48.8526;2.3883;Paris;75011;;11;intermediaire;
El Chingon;25.0;4.8;2327;66 Rue du Faubourg Montmartre;Paris, Île-de-France, France;48.8763558;2.3399522;restaurant mexicains;48.8764;2.34;Paris;75009;;9;centre;
mazmez - Restaurant Libanais Paris 10;25.0;4.8;1008;70 Rue René Boulanger;Paris, Île-de-France, France;48.869253;2.358131;restaurant;48.8693;2.3581;Paris;75010;;10;intermediaire;
SHIRO;100.0;4.8;8465;168 Bd Saint-Germain;Paris, Île-de-France, France;48.8534752;2.3353283;restaurant;48.8535;2.3353;Paris;75006;;6;centre;
Pastamore;25.0;4.8;9827;37 Bd du Montparnasse;Paris, Île-de-France, France;48.8449643;2.321285;restaurant italiens;48.845;2.3213;Paris;75015;;15;intermediaire;
Chez Marie;25.0;4.8;1680;22 Rue Lepic;Paris, Île-de-France, France;48.885044;2.3340981;restaurant français;48.885;2.3341;Paris;75018;;18;peripherie;
La Mézéterie;30.0;4.8;1455;2 Rue des Petits Carreaux;Paris, Île-de-France, France;48.8664151;2.3472992;restaurant;48.8664;2.3473;Paris;75002;;2;centre;
Le Choupinet;9.0;4.8;4490;58 Boulevard Saint-michel, 75006;Paris, Île-de-France, France;48.8476555;2.3407853;restaurant français;48.8477;2.3408;Paris;75006;;6;centre;
L'Altro Frenchie;15.5;4.8;286;9 Rue du Nil;Paris, Île-de-France, France;48.8676638;2.3477564;restaurant italiens;48.8677;2.3478;Paris;75002;;2;centre;
Café du Marché;25.0;4.8;3203;38 Rue Cler;Paris, Île-de-France, France;48.856669;2.306326;café;48.8567;2.3063;Paris;75007;;7;centre;
Afrik'N'Fusion Paris 20;15.0;4.8;2956;330 Rue des Pyrénées;Paris, Île-de-France, France;48.8732;2.390543;restaurant africains;48.8732;2.3905;Paris;75020;;20;peripherie;
Au Bourguignon du Marais;45.0;4.8;12665;52 Rue François Miron;Paris, Île-de-France, France;48.8554413;2.3575828;restaurant;48.8554;2.3576;Paris;75004;;4;centre;
Piccola Mia;25.0;4.8;1639;4 Pl. de la République;Paris, Île-de-France, France;48.8663846;2.3653121;restaurant;48.8664;2.3653;Paris;75011;;11;intermediaire;
Savane & Mousson Restaurant - Paris 11;25.0;4.8;2639;47 Bd Richard-Lenoir;Paris, Île-de-France, France;48.8587684;2.3711773;restaurant;48.8588;2.3712;Paris;75011;;11;intermediaire;
La Pâte à Nouilles;15.0;4.8;2975;41 Rue de Ponthieu;Paris, Île-de-France, France;48.8714879;2.3069267;restaurant chinois;48.8715;2.3069;Paris;75008;;8;centre;
Naï Brasserie;25.0;4.8;3421;8, Avenue de la Grande Armée;Paris, Île-de-France, France;48.8748758;2.2928752;restaurant;48.8749;2.2929;Paris;75017;;17;peripherie;
Tout Le Monde En Parle restaurant montparnasse club;34.5;4.8;2117;4 Rue du Départ;Paris, Île-de-France, France;48.8431231;2.3235144;club;48.8431;2.3235;Paris;75015;;15;intermediaire;
Poni;25.0;4.8;3774;24 Rue Saint-Lazare;Paris, Île-de-France, France;48.8768729;2.3369826;restaurant;48.8769;2.337;Paris;75009;;9;centre;
CRISPY SOUL Paris 2;15.0;4.8;2668;289 Rue St Denis;Paris, Île-de-France, France;48.8694092;2.3525107;fast food;48.8694;2.3525;Paris;75002;;2;centre;
KFC Paris Châtelet;15.0;4.8;9243;31-35 Bd de Sébastopol;Paris, Île-de-France, France;48.8608189;2.349026;fast food;48.8608;2.349;Paris;75001;;1;centre;
Marsan par Hélène Darroze;100.0;4.8;1299;4 Rue d'Assas;Paris, Île-de-France, France;48.8500532;2.3278184;restaurant français;48.8501;2.3278;Paris;75006;;6;centre;
Jeannot et Colin;25.0;4.8;1626;51 Bd Voltaire;Paris, Île-de-France, France;48.8624018;2.3729066;restaurant à viande;48.8624;2.3729;Paris;75011;;11;intermediaire;
Semilla;48.0;4.8;3169;54 Rue de Seine;Paris, Île-de-France, France;48.8541183;2.3368935;restaurant;48.8541;2.3369;Paris;75006;;6;centre;
Tadam;40.0;4.8;3392;14 Rue du Jura;Paris, Île-de-France, France;48.8371113;2.3559688;restaurant français;48.8371;2.356;Paris;75013;;13;intermediaire;
Hammam Pacha;21.5;4.8;5198;17 Rue Mayet;Paris, Île-de-France, France;48.84641;2.3192913;restaurant marocains;48.8464;2.3193;Paris;75006;;6;centre;
Zapi;25.0;4.8;2696;7 Rue du 29 Juillet;Paris, Île-de-France, France;48.865187;2.3304679;restaurant;48.8652;2.3305;Paris;75001;;1;centre;
Bistrot Victoires;25.0;4.8;8956;6 Rue de la Vrillière;Paris, Île-de-France, France;48.8655271;2.3403585;restaurant français;48.8655;2.3404;Paris;75001;;1;centre;
LA RÉGALADE;29.5;4.8;2722;106 Rue Saint-Honoré;Paris, Île-de-France, France;48.8616807;2.3420098;restaurant français;48.8617;2.342;Paris;75001;;1;centre;
DOST GRILL - Restaurant Turc Paris;25.0;4.8;1404;179 Boulevard Brune;Paris, Île-de-France, France;48.8239033;2.3234852;restaurant;48.8239;2.3235;Paris;75014;;14;intermediaire;
Les Fils À Maman Paris Grands Boulevards;25.0;4.8;5860;7 Bis Rue Geoffroy Marie;Paris, Île-de-France, France;48.873542;2.3435477;restaurant français;48.8735;2.3435;Paris;75009;;9;centre;
Jò͘ia Par Hélène Darroze;53.5;4.8;5773;39 Rue des Jeuneurs;Paris, Île-de-France, France;48.8697479;2.3434532;restaurant espanols;48.8697;2.3435;Paris;75002;;2;centre;
L'Atlas - Paris;30.5;4.8;4315;11 Rue de Buci;Paris, Île-de-France, France;48.8537194;2.3379095;fruits de mer;48.8537;2.3379;Paris;75006;;6;centre;
Capitole café - Sébastopol;15.0;4.8;3108;105 Boulevard Sebastopol;Paris, Île-de-France, France;48.8664473;2.3522053;café;48.8664;2.3522;Paris;75002;;2;centre;
Le Pavillon de la Reine;112.5;4.8;769;28 Pl. des Vosges;Paris, Île-de-France, France;48.856273;2.366041;restaurant français;48.8563;2.366;Paris;75003;;3;centre;
Mensae;43.0;4.8;1787;23 Rue Melingue;Paris, Île-de-France, France;48.8757226;2.3855878;restaurant français;48.8757;2.3856;Paris;75019;;19;peripherie;
Krispy Kreme - CC Forum des Halles;5.5;4.8;2052;12 Pass. de la Canopée;Paris, Île-de-France, France;48.8624488;2.3466111;desserts;48.8624;2.3466;Paris;75001;;1;centre;
Café des Deux Moulins;15.0;4.8;11554;15 Rue Lepic;Paris, Île-de-France, France;48.8849197;2.3336242;café;48.8849;2.3336;Paris;75018;;18;peripherie;
Lou Cantou;25.0;4.8;3003;Accès par le, 35 cité d'antin, 61 Rue de Provence;Paris, Île-de-France, France;48.8742065;2.333853;restaurant français;48.8742;2.3339;Paris;75009;;9;centre;
L’Ami Jean;17.5;4.8;4356;27 Rue Malar;Paris, Île-de-France, France;48.8602837;2.3060112;restaurant;48.8603;2.306;Paris;75007;;7;centre;
Le Passage Saint Honoré;30.0;4.8;3176;33 Place du Marché Saint-Honoré;Paris, Île-de-France, France;48.86764;2.3316038;restaurant français;48.8676;2.3316;Paris;75001;;1;centre;
Les Blouses Blanches;15.0;4.8;4533;186 Rue du Faubourg Saint-Antoine;Paris, Île-de-France, France;48.850093;2.3831168;pub et bar;48.8501;2.3831;Paris;75012;;12;intermediaire;
Bibie Paris;35.0;4.8;531;7 Rue Lacépède;Paris, Île-de-France, France;48.8436122;2.3536918;restaurant français;48.8436;2.3537;Paris;75005;;5;centre;
Biondi;26.0;4.8;1472;118 Rue Amelot;Paris, Île-de-France, France;48.8638315;2.3671144;pub et bar;48.8638;2.3671;Paris;75011;;11;intermediaire;
Café de L'Olympia;30.0;4.8;3660;2 Rue de Sèze;Paris, Île-de-France, France;48.8701261;2.3278429;café;48.8701;2.3278;Paris;75009;;9;centre;
UKIYO RAMEN;25.0;4.8;790;6 Rue de Douai;Paris, Île-de-France, France;48.8815197;2.3358076;restaurant;48.8815;2.3358;Paris;75009;;9;centre;
Baguett's Café - Brunch Paris 1;25.0;4.8;5341;33 Rue de Richelieu;Paris, Île-de-France, France;48.8652825;2.3365246;café;48.8653;2.3365;Paris;75001;;1;centre;
Pastasuta;25.0;4.8;2732;2 Rue de la Coutellerie;Paris, Île-de-France, France;48.8574905;2.350562;italien;48.8575;2.3506;Paris;75004;;4;centre;
JUNK BEAUGRENELLE;15.0;4.8;1146;8 Rue Linois;Paris, Île-de-France, France;48.8487722;2.2822234;fast food;48.8488;2.2822;Paris;75015;;15;intermediaire;
Yoshinori;100.0;4.8;635;18, Rue Gregoire de Tours;Paris, Île-de-France, France;48.8530058;2.3377407;restaurant;48.853;2.3377;Paris;75006;;6;centre;
McDonald's;15.0;4.8;4684;11 Av. de Wagram;Paris, Île-de-France, France;48.8756492;2.2959569;fast food;48.8756;2.296;Paris;75017;;17;peripherie;
L'Elysée Saint Honoré;45.0;4.8;3620;205 Rue du Faubourg Saint Honoré;Paris, Île-de-France, France;48.8763906;2.3017943;restaurant français;48.8764;2.3018;Paris;75008;;8;centre;
Le 39V;100.0;4.8;1957;39 Av. George V;Paris, Île-de-France, France;48.8698194;2.3005884;restaurant français;48.8698;2.3006;Paris;75008;;8;centre;
Al Caratello;25.0;4.8;7616;5 Rue Audran;Paris, Île-de-France, France;48.8852157;2.3358725;restaurant italiens;48.8852;2.3359;Paris;75018;;18;peripherie;
Il Padrino;25.0;4.8;3010;49 Rue Custine;Paris, Île-de-France, France;48.8894136;2.3439824;restaurant;48.8894;2.344;Paris;75018;;18;peripherie;
Generator Hostel;32.0;4.8;8874;9-11 Pl. du Colonel Fabien;Paris, Île-de-France, France;48.8782476;2.3696032;club;48.8782;2.3696;Paris;75010;;10;intermediaire;
Le Bel Air;25.0;4.8;1093;Av. du Dr Arnold Netter;Paris, Île-de-France, France;48.8450058;2.4060283;café;48.845;2.406;Paris;75012;;12;intermediaire;
Le Central;25.0;4.8;1761;139 Boulevard Sebastopol;Paris, Île-de-France, France;48.8688452;2.3536799;café;48.8688;2.3537;Paris;75002;;2;centre;
Chenapan;100.0;4.8;488;28 Rue Louise-Émilie de la Tour d'Auvergne;Paris, Île-de-France, France;48.8792046;2.3434184;restaurant;48.8792;2.3434;Paris;75009;;9;centre;
Restaurant Mieux Paris 9;20.5;4.8;1184;21 Rue Saint-Lazare;Paris, Île-de-France, France;48.876618;2.3369397;restaurant;48.8766;2.3369;Paris;75009;;9;centre;
Sweetea's - Barbecue Coréen;25.0;4.8;3096;109 avenue d’Ivry;Paris, Île-de-France, France;48.8254238;2.3610827;bbq;48.8254;2.3611;Paris;75013;;13;intermediaire;
Le Den;15.0;4.8;1468;167 Rue de Grenelle;Paris, Île-de-France, France;48.857442;2.3055413;restaurant;48.8574;2.3055;Paris;75007;;7;centre;
Le 17.45 Paris Pigalle - Planches à composer;25.0;4.8;2713;49 Rue Jean Baptiste Pigalle;Paris, Île-de-France, France;48.8804036;2.3348783;pub et bar;48.8804;2.3349;Paris;75009;;9;centre;
Lunicco - Forum des Halles;5.5;4.8;3938;101 Porte Berger Westfield Forum des;Paris, Île-de-France, France;48.8623348;2.3447356;fast food;48.8623;2.3447;Paris;75001;;1;centre;
Les Nouveaux Sauvages P Réunion;15.0;4.8;1602;71 Rue de la Réunion;Paris, Île-de-France, France;48.855855;2.400527;pub et bar;48.8559;2.4005;Paris;75020;;20;peripherie;
Jōyō - Azian Pub;25.0;4.8;1987;30 Bd des Italiens;Paris, Île-de-France, France;48.8714799;2.3355716;pub et bar;48.8715;2.3356;Paris;75009;;9;centre;
Le Paris Paris;38.0;4.8;6678;8 Rue De Monfaucon;Paris, Île-de-France, France;48.852579;2.3357251;restaurant français;48.8526;2.3357;Paris;75006;;6;centre;
Le Boréal;100.0;4.8;614;39 Rue Montcalm;Paris, Île-de-France, France;48.8938526;2.3389802;restaurant;48.8939;2.339;Paris;75018;;18;peripherie;
Clutch;32.5;4.8;366;62 Rue de Montreuil;Paris, Île-de-France, France;48.8503913;2.3902475;restaurant;48.8504;2.3902;Paris;75011;;11;intermediaire;
Le Taillevent;100.0;4.8;2047;15 Rue Lamennais;Paris, Île-de-France, France;48.874097;2.302475;restaurant français;48.8741;2.3025;Paris;75008;;8;centre;
Restaurant Pantagruel Paris;100.0;4.8;1258;10 Rue de Richelieu;Paris, Île-de-France, France;48.8641807;2.3362644;restaurant français;48.8642;2.3363;Paris;75001;;1;centre;
The Canadian Embassy Pub;25.0;4.8;2105;71 Bd Gouvion-Saint-Cyr;Paris, Île-de-France, France;48.8803846;2.2853093;pub et bar;48.8804;2.2853;Paris;75017;;17;peripherie;
SUGO pasta fresca - Saint-Augustin;25.0;4.8;1979;16 Rue Saint-Augustin;Paris, Île-de-France, France;48.8690001;2.3361959;italien;48.869;2.3362;Paris;75002;;2;centre;
Partie de Campagne;25.0;4.8;4558;36 Cr Saint-Emilion;Paris, Île-de-France, France;48.8331302;2.3867416;restaurant français;48.8331;2.3867;Paris;75012;;12;intermediaire;
Manhattn's Burgers;15.0;4.8;726;13 R. du Renard;Paris, Île-de-France, France;48.8582895;2.3517343;restaurant;48.8583;2.3517;Paris;75004;;4;centre;
Le CasseNoix;45.0;4.8;1761;56 Rue de la Fédération;Paris, Île-de-France, France;48.8534707;2.295095;restaurant;48.8535;2.2951;Paris;75015;;15;intermediaire;
Bistro Ramen Ryukishin;25.0;4.8;2339;59 Rue de Richelieu;Paris, Île-de-France, France;48.8669632;2.3373976;restaurant;48.867;2.3374;Paris;75002;;2;centre;
RESTAURANT ARNAUD NICOLAS;32.5;4.8;1537;46 Av. de la Bourdonnais;Paris, Île-de-France, France;48.8569275;2.3010287;restaurant français;48.8569;2.301;Paris;75007;;7;centre;
Le Florimond;32.5;4.8;2178;19 Av. de la Motte-Picquet;Paris, Île-de-France, France;48.8557114;2.3080987;restaurant;48.8557;2.3081;Paris;75007;;7;centre;
Monsieur Maillot;40.0;4.8;893;99 Bd Gouvion-Saint-Cyr;Paris, Île-de-France, France;48.8783223;2.2844281;café;48.8783;2.2844;Paris;75017;;17;peripherie;
Café des Ministères;72.0;4.8;709;83 Rue de l'Université;Paris, Île-de-France, France;48.8606173;2.3192166;café;48.8606;2.3192;Paris;75007;;7;centre;
Restaurant Le Coupe-Chou;32.5;4.8;5265;11 Rue de Lanneau;Paris, Île-de-France, France;48.8485228;2.3462711;restaurant français;48.8485;2.3463;Paris;75005;;5;centre;
Yatai Ramen Pyramides;25.0;4.8;3912;7 Pass. Choiseul;Paris, Île-de-France, France;48.8672926;2.3351438;restaurant;48.8673;2.3351;Paris;75002;;2;centre;
BISTROT DE LA TOUR EIFFEL;20.0;4.8;5961;21 Av. de la Bourdonnais;Paris, Île-de-France, France;48.8593816;2.2977274;café;48.8594;2.2977;Paris;75007;;7;centre;
Pub St Germain;20.0;4.8;6325;17 Rue de l'Ancienne Comédie;Paris, Île-de-France, France;48.852861;2.3388954;pub et bar;48.8529;2.3389;Paris;75006;;6;centre;
Pinocchio - Restaurant Italien Paris 14;25.0;4.8;3269;19 Bd Edgar Quinet;Paris, Île-de-France, France;48.8411532;2.3238528;restaurant;48.8412;2.3239;Paris;75014;;14;intermediaire;
OKOMUSU;25.0;4.8;1940;11 Rue Charlot;Paris, Île-de-France, France;48.8614654;2.3608192;sushis;48.8615;2.3608;Paris;75003;;3;centre;
Royal Dragon;25.0;4.8;10208;18 Rue Delambre, 98 Bd du Montparnasse;Paris, Île-de-France, France;48.8419383;2.3273789;cafeteria;48.8419;2.3274;Paris;75014;;14;intermediaire;
Le comptoir du Relais;15.0;4.8;3793;9 Carr de l'Odéon;Paris, Île-de-France, France;48.8519753;2.3388371;restaurant français;48.852;2.3388;Paris;75006;;6;centre;
La Scène Thélème;100.0;4.8;1400;18 Rue Troyon;Paris, Île-de-France, France;48.8762874;2.29524;restaurant;48.8763;2.2952;Paris;75017;;17;peripherie;
Le Confidentiel restaurant halal Paris;25.5;4.8;7793;6 Rue Robert Estienne;Paris, Île-de-France, France;48.8686658;2.3049365;restaurant;48.8687;2.3049;;;;;hors_paris;
VIET 1331;15.0;4.8;1348;86 Av. d'Ivry;Paris, Île-de-France, France;48.8251021;2.3624047;restaurant vietnamiens;48.8251;2.3624;Paris;75013;;13;intermediaire;
Restaurant le Meurice Alain Ducasse;100.0;4.8;2431;228 Rue de Rivoli;Paris, Île-de-France, France;48.8652915;2.3280563;restaurant français;48.8653;2.3281;Paris;75001;;1;centre;
Les Fondus de la Raclette Montparnasse;21.5;4.8;6894;209 Bd Raspail;Paris, Île-de-France, France;48.8410604;2.3299955;restaurant français;48.8411;2.33;Paris;75014;;14;intermediaire;
CAFÉ PALAIS ROYAL (Brasserie);20.0;4.8;3707;202 Rue Saint-Honoré;Paris, Île-de-France, France;48.862809;2.3377346;café;48.8628;2.3377;Paris;75001;;1;centre;
Dalmata Paris 2;15.0;4.8;5352;8 Rue Tiquetonne;Paris, Île-de-France, France;48.8645246;2.3494238;pizzeria;48.8645;2.3494;Paris;75002;;2;centre;
Dépôt Légal Montparnasse;20.0;4.8;2618;17 Rue du Départ;Paris, Île-de-France, France;48.8409212;2.3209657;café;48.8409;2.321;Paris;75015;;15;intermediaire;
Les Canailles;52.0;4.8;2378;25 Rue la Bruyère;Paris, Île-de-France, France;48.8792639;2.3345833;restaurant;48.8793;2.3346;Paris;75009;;9;centre;
Le Clown Bar - Restaurant;30.5;4.8;2069;114 Rue Amelot;Paris, Île-de-France, France;48.8636036;2.3672314;pub et bar;48.8636;2.3672;Paris;75011;;11;intermediaire;
L'Hommage;42.5;4.8;1555;36 Av. de Choisy;Paris, Île-de-France, France;48.8223962;2.3631203;restaurant français;48.8224;2.3631;Paris;75013;;13;intermediaire;
Dessirier;100.0;4.8;1566;9, place du Marechal Juin;Paris, Île-de-France, France;48.8848129;2.2963494;fruits de mer;48.8848;2.2963;Paris;75017;;17;peripherie;
Claudia Paris;25.0;4.8;1315;51 Av. de la Motte-Picquet;Paris, Île-de-France, France;48.8503092;2.3000819;restaurant italiens;48.8503;2.3001;Paris;75015;;15;intermediaire;
Contraste;100.0;4.8;862;18 Rue d'Anjou;Paris, Île-de-France, France;48.8703982;2.3213319;restaurant français;48.8704;2.3213;Paris;75008;;8;centre;
Made in Italy Capucines;15.0;4.8;690;22 Rue des Capucines;Paris, Île-de-France, France;48.869564;2.3287391;fast food;48.8696;2.3287;Paris;75002;;2;centre;
L'office;26.0;4.8;1484;3 Rue Richer;Paris, Île-de-France, France;48.8739656;2.3473865;pub et bar;48.874;2.3474;Paris;75009;;9;centre;
Tentazioni - Trattoria Lepic;25.0;4.8;2945;86 Bis Rue Lepic;Paris, Île-de-France, France;48.887298;2.335997;italien;48.8873;2.336;Paris;75018;;18;peripherie;
Mova;43.0;4.8;772;39 Rue des Dames;Paris, Île-de-France, France;48.8841343;2.3232752;restaurant français;48.8841;2.3233;Paris;75017;;17;peripherie;
La Truffière;89.5;4.8;3660;4 Rue Blainville;Paris, Île-de-France, France;48.8445665;2.3488849;restaurant français;48.8446;2.3489;Paris;75005;;5;centre;
Le Speakeasy;100.0;4.8;4740;25 Rue Jean Giraudoux;Paris, Île-de-France, France;48.8694717;2.2964842;club;48.8695;2.2965;Paris;75016;;16;peripherie;
Hayaku Cafe;15.0;4.8;807;9 R. de la Monnaie;Paris, Île-de-France, France;48.860182;2.3428855;café;48.8602;2.3429;Paris;75001;;1;centre;
Food Breizh;15.0;4.8;1166;31 Quai Anatole France;Paris, Île-de-France, France;48.8621737;2.3211787;desserts;48.8622;2.3212;Paris;75007;;7;centre;
Le Colimaçon marais;59.0;4.8;4369;44 Rue Vieille du Temple;Paris, Île-de-France, France;48.8580009;2.3579904;restaurant;48.858;2.358;Paris;75004;;4;centre;
Campelli by Vartivar Jarkezian;100.0;4.8;535;36 Rue Croix des Petits Champs;Paris, Île-de-France, France;48.8642735;2.3402922;restaurant;48.8643;2.3403;Paris;75001;;1;centre;
Perchiana;25.0;4.8;6959;7 Rue Mademoiselle;Paris, Île-de-France, France;48.8436259;2.2940227;restaurant;48.8436;2.294;Paris;75015;;15;intermediaire;
MASTER POULET - Ménilmontant - Oberkampf;5.5;4.8;1432;156 Rue Oberkampf;Paris, Île-de-France, France;48.866709;2.3821098;restaurant;48.8667;2.3821;Paris;75011;;11;intermediaire;
Les Arlots;30.5;4.8;1570;136 Rue du Faubourg Poissonnière;Paris, Île-de-France, France;48.8806222;2.3500034;pub et bar;48.8806;2.35;Paris;75010;;10;intermediaire;
The French Flair;15.0;4.8;3042;75 Bis Bd de Clichy;Paris, Île-de-France, France;48.8840901;2.3304917;bars à cocktails;48.8841;2.3305;Paris;75009;;9;centre;
Restaurant David Toutain;100.0;4.8;2651;29 Rue Surcouf;Paris, Île-de-France, France;48.8602238;2.3097347;restaurant français;48.8602;2.3097;Paris;75007;;7;centre;
Chipie Club;15.0;4.8;1197;134 Rue d'Aboukir;Paris, Île-de-France, France;48.8690731;2.3517033;club;48.8691;2.3517;Paris;75002;;2;centre;
Public House Paris;45.0;4.8;3131;21 Rue Daunou;Paris, Île-de-France, France;48.8699267;2.330262;restaurant britanniques;48.8699;2.3303;Paris;75002;;2;centre;
Restaurant Marius;100.0;4.8;777;82 Bd Murat;Paris, Île-de-France, France;48.8413541;2.2558542;restaurant français;48.8414;2.2559;Paris;75016;;16;peripherie;
Les Jardins du Presbourg;51.5;4.8;2259;Les Jardins du Presbourg;Paris, Île-de-France, France;48.8741556;2.2927199;restaurant français;48.8742;2.2927;Paris;75116;;16;peripherie;
Le Diamant Bleu - Dîner Croisière;100.0;4.8;743;2 Rue du Ranelagh;Paris, Île-de-France, France;48.841109;2.369852;restaurant;48.8411;2.3699;Paris;75013;;13;intermediaire;
Joya;25.0;4.8;3003;47 Rue St Charles;Paris, Île-de-France, France;48.8493078;2.2879964;restaurant italiens;48.8493;2.288;Paris;75015;;15;intermediaire;
Pedzouille La Grange;15.5;4.8;3858;Novotel Paris Porte de Versailles, 4 Av. de la Prte de la Plaine Rooftop - 8ème étage;Paris, Île-de-France, France;48.8300006;2.2918557;restaurant;48.83;2.2919;Paris;75015;;15;intermediaire;
Le Dôme Villiers - Paris;41.0;4.8;5467;4 Av. de Villiers;Paris, Île-de-France, France;48.8816115;2.315991;café;48.8816;2.316;Paris;75017;;17;peripherie;
Burger King;15.0;4.8;5307;25 Rue De Dunkerque;Paris, Île-de-France, France;48.8798081;2.3542534;fast food;48.8798;2.3543;Paris;75010;;10;intermediaire;
Slow;25.0;4.8;542;4 Rue Danville;Paris, Île-de-France, France;48.8344126;2.3275455;restaurant;48.8344;2.3275;Paris;75014;;14;intermediaire;
Kuna Bada;25.0;4.8;1022;42 Rue d'Argout;Paris, Île-de-France, France;48.8658186;2.3435408;restaurant;48.8658;2.3435;Paris;75002;;2;centre;
BISTROT MEE;25.0;4.8;5887;5 Rue d'Argenteuil;Paris, Île-de-France, France;48.8645247;2.3338876;restaurant coréens;48.8645;2.3339;Paris;75001;;1;centre;
La Brasserie de l'Isle Saint-Louis;25.0;4.8;1603;55 Quai de Bourbon;Paris, Île-de-France, France;48.8530819;2.3533905;pub et bar;48.8531;2.3534;;;;;hors_paris;
The Moose;25.0;4.8;6061;16 Rue des Quatre Vents;Paris, Île-de-France, France;48.851809;2.337737;pub et bar;48.8518;2.3377;Paris;75006;;6;centre;
Boulangerie-pâtisserie Laurent Dheilly;5.5;4.8;1406;6 Rue des Halles;Paris, Île-de-France, France;48.8593101;2.3473498;;48.8593;2.3473;Paris;75001;;1;centre;
Experimental Cocktail Club;15.0;4.8;4181;37 Rue Saint-Sauveur;Paris, Île-de-France, France;48.866064;2.348261;club;48.8661;2.3483;Paris;75002;;2;centre;
BAFFO;100.0;4.8;981;12 Rue Pecquay;Paris, Île-de-France, France;48.860147;2.3562522;italien;48.8601;2.3563;Paris;75004;;4;centre;
114 Faubourg;100.0;4.8;2661;114 Rue du Faubourg Saint-Honoré;Paris, Île-de-France, France;48.8718383;2.3144702;restaurant;48.8718;2.3145;Paris;75008;;8;centre;
Takesan Donabe Ramen;15.0;4.8;1671;20 Rue de la Michodière;Paris, Île-de-France, France;48.8705438;2.3349721;restaurant;48.8705;2.335;Paris;75002;;2;centre;
Restaurant La Méditerranée;63.5;4.8;1534;2 Pl. de l'Odéon;Paris, Île-de-France, France;48.8500938;2.3386079;restaurant;48.8501;2.3386;Paris;75006;;6;centre;
